BatteryID,BatchID,Cycle,Voltage,Current,Temperature,ChargeTime,DischargeTime,InternalResistance,Capacity,AmbientHumidity,C_Rate,SOH
BAT0144,BatchD,144,3.3769944766043665,0.6673894999358712,21.499395925304135,77.50308974660587,44.392192052171474,0.06344921551557091,2.440410017981983,38.61813107822573,1.6815630963296282,90.85630600550218
BAT0145,BatchD,145,4.149565279778945,1.4124792500116574,30.975233144624212,76.58668455581704,65.83345441706159,0.06282825948876339,2.3729119123015256,51.09493159883364,1.4388353233082412,89.92160611191238
BAT0146,BatchC,146,3.0401082869226044,0.9215746252503337,17.384065476081126,82.00893732968183,82.19710381828286,0.06240825837840257,2.4271041052378988,39.62739636893363,1.0070636239955597,89.27883517210435
BAT0147,BatchC,147,3.695751412599546,0.760244075532533,22.205390763642058,97.4383819628191,115.32479536676013,0.0702367472112519,2.4173078940248502,60.38779991199647,1.5510085172692398,87.78754824580918
BAT0148,BatchC,148,3.199804256459418,1.0696272843789763,26.886059375322603,116.82214309456148,36.187585687980956,0.06429689619963172,2.4047348262693746,52.57364671492603,1.7654570192686916,89.08804917175759
BAT0149,BatchA,149,3.8546642462125904,1.7021686643344305,32.827620146171704,36.62070187941891,75.66546844604645,0.061048865279334244,2.414435179963204,64.23903441580575,1.39224556603848,88.96808324002035
BAT0150,BatchD,150,3.2110683401023947,1.088140365356859,24.67124869463506,34.80911421519154,59.60278003896519,0.06798741951801107,2.4135259371141466,65.78232011509532,1.6766922003400686,89.60632467195855
BAT0151,BatchC,151,3.282459914278029,1.6261544738165836,22.22400236653401,114.37953036666046,75.7480524849025,0.06632214181022114,2.4235402841029883,55.949339297815925,1.6236574420996217,90.2076467633732
BAT0152,BatchC,152,3.59324497325491,0.6882294451987261,34.40578534720295,77.68880629663855,32.157790263887854,0.06366706713796043,2.396653470774301,59.015649846357775,1.3576059667404834,88.5701346683824
BAT0153,BatchA,153,4.097801939996254,1.6591571294976186,17.75993049791878,85.34127131102424,58.17228192314232,0.06343376182262771,2.4298254756051945,51.968803995474545,0.9682748252322664,90.96352633148051
BAT0154,BatchC,154,3.254057246577565,0.8553999873599729,14.005970216899591,73.4181241435256,103.78813327743045,0.06674694559231646,2.4503242957041156,45.37714932269532,1.6186732370019077,87.22019214615518
BAT0155,BatchA,155,3.173088025341724,1.5160896948333091,27.20007225026666,38.4291707346727,79.85475604691737,0.06500616334502109,2.4281185699389565,55.92471692083338,0.8101945495364097,89.03040989048475
BAT0156,BatchB,156,3.910772198224837,1.3486723322614944,22.489728878236946,99.12804405767999,70.55242435345056,0.0617480443631098,2.43817977218458,66.33154493949316,1.6692325197073006,87.88509015152977
BAT0157,BatchC,157,3.600743438800717,1.893717075817531,19.893835914346433,97.25021805797282,55.697256454380565,0.06927447992920935,2.443391249092276,46.66721521725752,1.7068200382137997,86.73544922322375
BAT0158,BatchB,158,4.094142134858126,1.080983776962971,28.541782236496765,58.05329893435308,56.82382705122203,0.06493201907556809,2.4457297902436834,42.576401054951816,1.7332173193555596,88.3109112431419
BAT0159,BatchA,159,3.175937468591811,0.5992477832516607,26.219003568855996,57.56153207055604,64.47912902315261,0.06889114347296485,2.4579027738564263,45.53747754210296,1.2093739564676864,87.111894124833
BAT0160,BatchD,160,3.7751134716276473,0.5287332283268793,22.179606846316357,105.40572428149666,105.20136389681043,0.06855686991593143,2.4100159600344813,47.41590520846398,0.7887211516556325,88.45728173580132
BAT0161,BatchC,161,3.279454975382178,1.7402878414591296,18.59847800664553,36.512153196719396,117.04918861274416,0.06409798091103437,2.4051303202967778,32.94244115910865,0.649585400099103,88.56580017118439
BAT0162,BatchA,162,3.188112514381967,1.2871034564921482,29.362286641400722,109.29946335209092,69.47898432153372,0.0682663797287263,2.434669312966495,49.937673617399774,1.6150418757318863,89.44151890048182
BAT0163,BatchD,163,3.8201152981887248,1.6628660777524238,28.251005889793305,53.0995520906323,65.40175548729857,0.06499711490027263,2.432665324393148,49.77256992200239,1.8293920767947198,86.761995526823
BAT0164,BatchD,164,3.71242154389048,0.8516384000172721,24.504120681103085,83.36862729799445,106.18956982378765,0.06266659882639211,2.433513505992314,53.53775310562092,1.47625753825536,89.29608902998046
BAT0165,BatchB,165,3.9057929500347974,1.0176256182698507,34.23318498023833,114.23947611016,68.42147885726732,0.06565080366795571,2.4552856490850052,44.512801218853255,0.7162400905825543,88.23659535977018
BAT0166,BatchA,166,3.3713550917354187,0.5451558083169784,19.649576168369236,91.03102513829818,79.68163550660861,0.06739527500355257,2.4172273981759695,54.52430383822359,1.902344672776361,89.46838201500783
BAT0167,BatchD,167,3.537565987658628,1.9422384868611682,17.372374145376305,67.2986831220333,50.784749813887004,0.06577452670400734,2.425023131192924,65.12865241096813,1.9836530218089794,87.87576342530386
BAT0168,BatchC,168,3.4865660115965023,1.5018018600512202,21.540459650593778,92.05807880148737,96.91522822011677,0.06618590331814979,2.3963922349703304,68.21883961980657,1.150067914902383,86.8981445442297
BAT0169,BatchC,169,4.180907356759818,1.8998076316389594,24.77206991822251,60.95816726847332,77.87894864437037,0.06918713208985723,2.4582064224795195,53.34448864564199,1.3922379339106568,86.87069566210172
BAT0170,BatchB,170,3.3506987480872654,0.8982446111436084,26.21669724661346,54.95325747142675,102.81310952163075,0.06721298796058019,2.4082691015758177,31.703638158812524,1.6658427800024866,86.8299354514037
BAT0171,BatchD,171,3.3537806860161203,1.4171954168384913,23.79381971071835,119.70149501412118,100.26594570258027,0.0654134033774301,2.408335681436783,68.76943989068437,1.604584685075067,88.55844867998039
BAT0172,BatchA,172,3.425457850594329,1.5177499524389568,26.760276982571483,97.5711208061809,49.350429144302566,0.06860406064733467,2.407065002179835,58.23448243585025,1.9516807879001739,89.45054557105259
BAT0173,BatchC,173,3.677512897548386,0.9763245503863827,18.74230287904778,88.02479796436359,94.40719955019861,0.06769535113390848,2.4006020828271133,43.438545942146085,0.6723246366181834,87.58559162155397
BAT0174,BatchD,174,3.302787293116494,1.772163852523445,32.2188230203663,61.97606788973869,102.00489671562343,0.062356790397075916,2.398411259023047,35.88630803854893,1.3710872992142087,88.39302514304124
BAT0175,BatchD,175,4.098347928455129,1.9207421943503717,24.589244108037157,34.42447462395433,61.14965167041556,0.0683567058275429,2.4020259143422096,35.736744489451,1.5378971295096382,86.34068551765543
BAT0176,BatchB,176,3.318822677839516,1.8272826765440064,30.586479157940637,32.795118843164005,45.534820161204706,0.06838365741543222,2.384684081438981,36.70977624558411,1.8351476362815051,87.89639653325136
BAT0177,BatchC,177,4.074978877872233,1.6086004639090588,26.71362673188852,79.8763129903919,30.236894002162938,0.06774024225916173,2.3957936415947354,31.822900864552814,1.8111644415772261,88.44655161970773
BAT0178,BatchC,178,3.1241700763759015,0.916197019587431,27.283766095768918,98.5829448935146,70.58132877838334,0.06958340116213915,2.4499792622289522,66.08616754611646,1.966999690341935,86.35033175626931
BAT0179,BatchA,179,3.7878752428795828,0.9224240631584476,27.84883640116102,78.36412713994696,61.71894583849574,0.066555212831347,2.4252131028728274,51.630729313093454,1.2681176809065184,87.54531998199266
BAT0180,BatchC,180,4.088382622125892,1.9450404806690569,27.238542800086574,105.67065647452031,79.9418850442868,0.06867299957764181,2.4285180835345543,57.99837650855349,1.7461413002198398,88.33777645554056
BAT0181,BatchA,181,3.2024993260778754,0.515426743903538,28.21361379933772,33.00838797838995,46.92369833299072,0.0649660812576653,2.4330441757483383,63.1243403707323,1.1409225621909915,84.7743004118204
BAT0182,BatchC,182,4.161992352119106,1.5740749598632167,31.645762650662157,63.00768687833461,107.36989928998277,0.06901418076679768,2.4456826912872476,61.66164025332801,1.1334708167840484,88.83180782884934
BAT0183,BatchB,183,3.543460032498614,1.5593692438328932,25.98260584850735,51.33633520567602,53.197969406529865,0.07220611939107979,2.373071548971123,65.30422494915366,0.8800225467092886,87.92759864094202
BAT0184,BatchC,184,4.1348581301292295,1.4340343114246963,28.54501878794256,70.25456713414098,50.3786644578885,0.06641028729506492,2.3834023376942692,68.69018490099808,1.7273559305288448,88.21480179517384
BAT0185,BatchA,185,3.8121840523560566,1.9851632691302987,24.551321528563868,36.513875387471025,73.26426508359204,0.06698039573602446,2.3914255267821063,47.56282458967758,1.9787226587202733,87.07302400437433
BAT0186,BatchA,186,3.361904243848262,0.9678191536455878,32.200586077247365,115.87184774139654,74.89659213698468,0.0671799691142169,2.397605404070208,68.01341866673562,0.8845125925208868,85.67471603580164
BAT0187,BatchB,187,3.2259630299005275,1.0099577956898722,21.61803848970365,50.092986096242484,49.35767059065836,0.0689599964516032,2.400488612188295,58.93159793371265,0.5841973820316084,88.1019222953618
BAT0188,BatchC,188,3.3644820554701194,0.6184091044198333,34.004702164554075,113.00769979352263,54.46746540533242,0.06667392745429257,2.397060448943879,32.82672761232314,1.723313656128511,87.23971156513439
BAT0189,BatchC,189,3.11162089111521,1.1641972048156062,24.799210246778284,68.33038395330136,45.27347152397205,0.06974249475738196,2.409886178262641,57.27132484849382,1.4303450788021341,87.44700615907547
BAT0190,BatchB,190,3.172641559611996,0.8915727893522721,17.84612448940976,118.69717199296963,94.661416049085,0.07069367989093833,2.4057059078149043,57.468666384193945,1.9395482008265066,88.63191607255462
BAT0191,BatchC,191,3.1255925284157775,1.0150800532664663,25.640522074553946,79.86525451141897,99.30801281286737,0.07016869442690758,2.390043304096435,66.23442255170109,0.8783588286154284,88.10126457178477
BAT0192,BatchC,192,3.5075322524898693,1.7518576853834416,21.594741712625595,113.77495777582267,71.60956477133544,0.06566316914872386,2.3604890244602483,44.917285298803684,0.6065414870019217,89.23084193467255
BAT0193,BatchA,193,3.9546940515091036,1.9032267702912435,29.203217744943622,30.481408982480055,94.26783204165157,0.07129033533031721,2.3836426258924264,53.396460010872715,1.2386633912997524,87.25935361106622
BAT0194,BatchC,194,3.1696602650596084,0.7785996080077784,21.736880103488044,97.34149255628101,96.23418527437009,0.07127473482850737,2.3920152269337485,30.4875020404697,0.6281990344477213,86.6393126621483
BAT0195,BatchC,195,3.156384519806803,1.0587633973301989,22.769082833926102,111.27455877922638,42.444797491002774,0.07116032274469261,2.3975584112638453,43.28300968725344,0.8926850016540612,87.05671866552358
BAT0196,BatchB,196,3.772114739420797,1.892945843173091,15.552296345272346,42.57485102810587,116.9560222351083,0.07034568449731164,2.3794066508137894,32.489749046351236,0.6889667912287525,87.68502146140013
BAT0197,BatchB,197,3.2366195783616796,0.592712691033834,22.738468403754617,38.651326655893634,103.8928752386788,0.07014037862841027,2.3916838706700716,50.87491891059588,0.836198269490118,88.23485347155665
BAT0198,BatchD,198,3.11713204573079,0.6385407921670678,12.880603366855217,68.211534646736,48.40351150762412,0.07186477879625279,2.378380252230288,62.697906020278126,0.6592169792320878,85.90791003827694
BAT0199,BatchA,199,3.200218293846693,0.744186483809344,17.080485882571384,114.03110155196416,46.75485321714632,0.07374702697520691,2.3979836129690333,38.25770768516276,1.930858999140928,87.25232515240121
BAT0200,BatchC,200,4.108477675052131,1.3928192511903121,28.802073280721487,78.81479041713948,41.309503102162445,0.06809391907327031,2.3785381734327475,51.09764182231114,0.9178440701746032,88.51747282562367
